Date,Product_Category,Price,Discount,Customer_Segment,Marketing_Spend,Units_Sold
2025-06-17,Electronics,373.86,48.17,Premium,6351.44,34
2025-06-18,Home Decor,77.49,25.95,Premium,7865.61,32
2025-06-19,Home Decor,35.55,33.88,Regular,6025.77,33
2025-06-20,Electronics,143.81,15.59,Regular,4200.0,26
2025-06-21,Toys,963.48,38.7,Occasional,9583.66,26
2025-06-22,Sports,554.03,38.65,Occasional,5457.03,31
2025-06-23,Sports,966.16,26.06,Regular,6090.39,28
2025-06-24,Fashion,438.17,48.8,Premium,2282.83,29
2025-06-25,Toys,318.7,6.28,Premium,6293.94,27
2025-06-26,Home Decor,511.08,0.85,Premium,5758.92,24
2025-06-27,Electronics,445.12,38.51,Regular,1929.9,27
2025-06-28,Fashion,114.61,40.36,Premium,689.91,40
2025-06-29,Sports,644.42,6.01,Occasional,6083.16,32
2025-06-30,Home Decor,223.88,13.28,Occasional,7660.55,31
2025-07-01,Home Decor,623.39,0.88,Regular,5281.67,38
2025-07-02,Electronics,653.7,14.67,Occasional,2345.05,36
2025-07-03,Sports,160.5,38.66,Regular,6698.57,36
2025-07-04,Toys,70.74,25.9,Premium,893.05,22
2025-07-05,Home Decor,782.95,17.4,Premium,4474.15,27
2025-07-06,Electronics,465.2,18.59,Premium,1717.33,31
2025-07-07,Toys,67.58,0.07,Occasional,1926.14,24
2025-07-08,Sports,994.92,14.99,Regular,2102.71,38
2025-07-09,Home Decor,67.2,32.32,Premium,3928.4,35
2025-07-10,Toys,698.08,48.71,Regular,606.39,32
2025-07-11,Toys,983.84,42.35,Premium,4038.16,27
2025-07-12,Toys,246.79,1.18,Occasional,5165.9,38
2025-07-13,Home Decor,150.83,44.93,Occasional,4884.61,11
2025-07-14,Home Decor,130.17,39.16,Regular,3889.56,32
2025-07-15,Fashion,310.24,39.02,Occasional,8407.55,26
2025-07-16,Sports,110.04,22.9,Occasional,1538.73,23
2025-07-17,Electronics,695.24,19.9,Regular,5106.4,37
2025-07-18,Toys,71.67,15.15,Premium,714.21,31
2025-07-19,Fashion,514.33,3.28,Occasional,804.44,20
2025-07-20,Electronics,996.73,11.41,Regular,5781.27,24
2025-07-21,Fashion,815.83,12.33,Occasional,5703.58,33
2025-07-22,Home Decor,619.07,24.2,Occasional,8792.53,25
2025-07-23,Toys,313.19,37.37,Occasional,5622.95,20
2025-07-24,Electronics,627.66,23.69,Occasional,9601.93,35
2025-07-25,Electronics,531.77,2.89,Regular,582.08,41
2025-07-26,Electronics,431.82,47.89,Regular,1070.28,25
2025-07-27,Electronics,139.4,47.14,Regular,536.25,35
2025-07-28,Electronics,887.74,39.26,Occasional,1934.24,40
2025-07-29,Fashion,455.29,49.57,Occasional,5458.57,28
2025-07-30,Toys,202.68,27.22,Occasional,6491.16,22
2025-07-31,Home Decor,374.08,48.14,Regular,551.29,20
2025-08-01,Home Decor,419.99,3.78,Occasional,9465.11,31
2025-08-02,Home Decor,829.26,18.28,Premium,8437.44,20
2025-08-03,Home Decor,736.28,11.27,Occasional,3036.46,21
2025-08-04,Fashion,771.61,9.79,Premium,864.16,34
2025-08-05,Sports,20.92,7.04,Occasional,1781.88,25
2025-08-06,Toys,421.99,31.12,Regular,1356.75,42
2025-08-07,Electronics,486.53,39.07,Occasional,1320.51,19
2025-08-08,Sports,29.0,28.91,Premium,5233.76,38
2025-08-09,Home Decor,267.22,7.35,Premium,2533.89,28
2025-08-10,Sports,762.69,40.56,Occasional,3645.58,41
2025-08-11,Toys,145.74,31.8,Premium,9896.1,15
2025-08-12,Electronics,539.96,19.41,Premium,6874.71,29
2025-08-13,Electronics,223.05,33.71,Regular,9494.91,28
2025-08-14,Toys,22.0,13.0,Occasional,1511.31,23
2025-08-15,Toys,248.79,17.26,Occasional,3883.18,20
2025-08-16,Home Decor,976.12,45.87,Occasional,5591.84,33
2025-08-17,Electronics,803.52,14.53,Premium,859.9,38
2025-08-18,Sports,959.98,23.5,Occasional,141.46,18
2025-08-19,Fashion,492.98,44.51,Occasional,6737.3,28
2025-08-20,Fashion,118.64,35.39,Regular,6454.01,26
2025-08-21,Toys,552.48,3.11,Regular,4166.81,30
2025-08-22,Home Decor,459.83,7.37,Regular,4947.48,27
2025-08-23,Fashion,845.91,0.39,Premium,4212.89,38
2025-08-24,Electronics,107.1,31.55,Occasional,337.65,23
2025-08-25,Toys,493.36,22.38,Regular,3420.18,35
2025-08-26,Sports,158.55,6.71,Regular,1853.11,31
2025-08-27,Toys,331.43,47.9,Regular,1074.4,26
2025-08-28,Sports,739.98,26.48,Occasional,9571.53,19
2025-08-29,Toys,481.26,12.09,Occasional,6033.66,27
2025-08-30,Toys,382.13,25.03,Occasional,7313.7,26
2025-08-31,Toys,400.53,33.98,Premium,3222.1,30
2025-09-01,Sports,464.85,3.81,Premium,3992.16,23
2025-09-02,Sports,787.17,13.74,Regular,2445.55,19
2025-09-03,Toys,893.16,40.35,Occasional,1059.96,29
2025-09-04,Fashion,955.78,22.98,Regular,1872.41,27
2025-09-05,Home Decor,789.03,27.33,Occasional,7995.39,43
2025-09-06,Home Decor,322.25,21.64,Occasional,6807.7,30
2025-09-07,Home Decor,691.25,2.19,Occasional,5514.6,46
2025-09-08,Sports,443.23,8.29,Premium,4803.39,36
2025-09-09,Sports,262.12,22.28,Premium,9232.1,32
2025-09-10,Fashion,842.46,10.46,Occasional,820.08,23
2025-09-11,Home Decor,48.04,2.5,Regular,2877.95,21
2025-09-12,Home Decor,902.74,42.18,Occasional,3564.38,36
2025-09-13,Toys,466.86,49.06,Occasional,7846.02,23
2025-09-14,Sports,640.83,39.66,Regular,9925.89,34
2025-09-15,Home Decor,662.76,42.69,Occasional,2482.64,21
2025-09-16,Fashion,896.17,12.1,Regular,8755.64,23
2025-09-17,Fashion,640.3,48.03,Premium,8323.17,33
2025-09-18,Home Decor,617.79,9.85,Premium,2324.11,26
2025-09-19,Sports,75.99,47.57,Regular,4053.39,42
2025-09-20,Fashion,523.22,49.74,Premium,4155.76,35
2025-09-21,Toys,158.67,35.59,Premium,9784.38,26
2025-09-22,Fashion,740.06,49.06,Regular,1890.83,34
2025-09-23,Electronics,517.1,28.48,Premium,8011.66,21
2025-09-24,Electronics,683.43,12.98,Occasional,3408.51,19
2025-09-25,Sports,51.26,21.85,Occasional,7335.62,26
2025-09-26,Home Decor,93.94,29.68,Regular,4258.11,39
